,id,label,timeset,type,image,lfr,listed,friends,shape,file,followers,user_id,ffr,statuses,latitude,longitude,country,city
738,2318,phrpjournal,,followers,/home/usnish/twitter_ypcdn/img/2854982443.jpg,0.2696,46,2760,triangle-down,ncdaction.dat,1706,2854982443,0.6181,1181,-25.2744,133.7751,Australia,
739,2988,IamSeddem,,followers,/home/usnish/twitter_ypcdn/img/267304490.jpg,0.1022,6,2115,triangle-down,ncdaction.dat,587,267304490,0.2775,2702,7.9465,-1.0232,Ghana,
740,4256,almazarock,,followers,/home/usnish/twitter_ypcdn/img/887677665506979840.jpg,0.0,0,2257,triangle-down,ncdaction.dat,212,887677665506979840,0.0939,3,37.5958,-1.3148,Spain,
742,1856,dsnansw,,followers,/home/usnish/twitter_ypcdn/img/343052957.png,0.1319,5,858,triangle-down,ncdaction.dat,379,343052957,0.4417,1527,-31.2532,146.9211,Australia,
743,4214,didita111,,followers,/home/usnish/twitter_ypcdn/img/947234070.jpg,0.1961,1,1145,triangle-down,ncdaction.dat,51,947234070,0.0445,47,-2.6078,29.7368,Rwanda,Butare
744,1773,Salud_Global_LA,,followers,/home/usnish/twitter_ypcdn/img/430434055.jpg,0.124,6,2989,triangle-down,ncdaction.dat,484,430434055,0.1619,3701,8.538,-80.7821,Panama,
746,307,K4Health,,followers,/home/usnish/twitter_ypcdn/img/47503130.jpg,0.3374,532,2568,triangle-up,ncdaction.dat,15769,47503130,6.1406,12511,39.2904,-76.6122,United States,Baltimore
748,961,thewaterwellvic,,followers,/home/usnish/twitter_ypcdn/img/784601912.jpg,0.2731,26,2061,triangle-down,ncdaction.dat,952,784601912,0.4619,325,-37.8136,144.9631,Australia,
749,1760,OncoSuren,,followers,/home/usnish/twitter_ypcdn/img/63024115.jpg,0.4167,4,326,triangle-down,ncdaction.dat,96,63024115,0.2945,165,28.3949,84.124,Nepal,
750,2100,HIBL_Insurance,,followers,/home/usnish/twitter_ypcdn/img/2932108771.jpg,1.3333,8,377,triangle-down,ncdaction.dat,60,2932108771,0.1592,1122,22.7012,75.8686,India,Indore
751,2371,mdaasnigeria,,followers,/home/usnish/twitter_ypcdn/img/3038908307.png,0.8936,42,2022,triangle-down,ncdaction.dat,470,3038908307,0.2324,653,9.082,8.6753,Nigeria,
752,2690,omixy,,followers,/home/usnish/twitter_ypcdn/img/3939728601.png,0.4113,54,4944,triangle-down,ncdaction.dat,1313,3939728601,0.2656,265,51.5074,-0.1278,United Kingdom,London
753,1591,barbarabulc,,followers,/home/usnish/twitter_ypcdn/img/31185845.jpg,1.0817,135,3815,triangle-down,ncdaction.dat,1248,31185845,0.3271,2466,42.868,-76.9856,United States,Geneva
754,3159,DonnaFahie,,followers,/home/usnish/twitter_ypcdn/img/3308707340.jpg,0.1875,3,654,triangle-down,ncdaction.dat,160,3308707340,0.2446,285,-37.5622,143.8503,Australia,
755,3817,tranquilrose,,followers,/home/usnish/twitter_ypcdn/img/63868561.jpg,0.0,0,512,triangle-down,ncdaction.dat,110,63868561,0.2148,96,40.7429,-84.1168,United States,Lima
756,301,williamperrynz,,followers,/home/usnish/twitter_ypcdn/img/284744760.jpg,0.2814,26,1660,triangle-down,ncdaction.dat,924,284744760,0.5566,1708,-40.9006,174.886,New Zealand,
757,1440,SIOPEurope,,followers,/home/usnish/twitter_ypcdn/img/378478769.png,0.4586,97,932,triangle-up,ncdaction.dat,2115,378478769,2.2693,5448,50.8503,4.3517,Belgium,
759,1858,InsulinNation,,followers,/home/usnish/twitter_ypcdn/img/406998369.png,0.1832,131,600,triangle-up,ncdaction.dat,7152,406998369,11.92,6568,42.4793,-71.1523,United States,Woburn
760,3675,eveling_mogro,,followers,/home/usnish/twitter_ypcdn/img/807437011376308224.jpg,0.0,0,406,triangle-down,ncdaction.dat,44,807437011376308224,0.1084,155,-0.1465,-78.4752,Ecuador,
761,474,ZoeAStewart,,followers,/home/usnish/twitter_ypcdn/img/467368189.jpg,0.1218,9,1104,triangle-down,ncdaction.dat,739,467368189,0.6694,2583,52.2053,0.1218,United Kingdom,Cambridge
764,1780,HeartZW,,followers,/home/usnish/twitter_ypcdn/img/2601526508.jpg,0.8333,1,19,triangle-down,ncdaction.dat,12,2601526508,0.6316,12,-17.8252,31.0335,Zimbabwe,Harare
765,1713,BrianJc1984,,followers,/home/usnish/twitter_ypcdn/img/2509672981.jpg,0.2048,6,1383,triangle-down,ncdaction.dat,293,2509672981,0.2119,1192,38.995,-77.0316,United States,Silver Spring
767,628,HarvardChanSPH,,followers,/home/usnish/twitter_ypcdn/img/42651647.png,0.1416,3259,2366,triangle-up,ncdaction.dat,230219,42651647,97.303,20138,42.3601,-71.0589,United States,Boston
769,2055,Spire_Cambridge,,followers,/home/usnish/twitter_ypcdn/img/747458496.jpg,0.1307,15,1488,triangle-down,ncdaction.dat,1148,747458496,0.7715,790,52.2513,0.1185,United Kingdom,Impington
770,2233,NadiaFanous,,followers,/home/usnish/twitter_ypcdn/img/424195108.jpg,0.4515,20,942,triangle-down,ncdaction.dat,443,424195108,0.4703,552,33.8194,35.4912,Lebanon,Beirut
771,292,comunidadysalud,,followers,/home/usnish/twitter_ypcdn/img/195517735.jpg,0.3077,20,954,triangle-down,ncdaction.dat,650,195517735,0.6813,1164,41.8781,-87.6298,United States,Chicago
773,2482,sshumans,,followers,/home/usnish/twitter_ypcdn/img/18697246.jpg,0.0,0,167,triangle-down,ncdaction.dat,53,18697246,0.3174,132,39.9526,-75.1652,United States,Philadelphia
774,2455,LynneOmar,,followers,/home/usnish/twitter_ypcdn/img/362170101.jpg,0.546,92,2623,triangle-down,ncdaction.dat,1685,362170101,0.6424,9362,51.5074,-0.1278,United Kingdom,London
775,1661,ITisFAB,,followers,/home/usnish/twitter_ypcdn/img/373263508.jpg,0.5087,32,747,triangle-down,ncdaction.dat,629,373263508,0.8420000000000001,890,55.6761,12.5683,Denmark,Copenhagen
777,613,NMGHUSA,,followers,/home/usnish/twitter_ypcdn/img/250493198.jpg,0.4444,12,1105,triangle-down,ncdaction.dat,270,250493198,0.2443,1113,40.3536,-74.6616,United States,Princeton
778,321,nengsihhikmah,,followers,/home/usnish/twitter_ypcdn/img/74961174.jpg,2.0,1,41,triangle-down,ncdaction.dat,5,74961174,0.122,10,-6.5971,106.806,Indonesia,Bogor
781,1638,HealthandAg,,followers,/home/usnish/twitter_ypcdn/img/159012828.jpg,0.3132,54,846,triangle-up,ncdaction.dat,1724,159012828,2.0378,1529,20.5937,78.9629,India,
782,2153,UoE_MPHonline,,followers,/home/usnish/twitter_ypcdn/img/2885502261.jpg,0.56,14,189,triangle-up,ncdaction.dat,250,2885502261,1.3228,572,55.9533,-3.1883,United Kingdom,Edinburgh
783,2029,Nklusiv,,followers,/home/usnish/twitter_ypcdn/img/756351386.jpg,0.9552,113,1371,triangle-down,ncdaction.dat,1183,756351386,0.8629,9809,38.9072,-77.0369,United States,Washington
784,1492,AidiSocial,,followers,/home/usnish/twitter_ypcdn/img/2310127153.jpg,0.8151,56,4999,triangle-down,ncdaction.dat,687,2310127153,0.1374,1783,28.6139,77.209,India,New Delhi
785,1468,ChooseHereford,,followers,/home/usnish/twitter_ypcdn/img/1260461558.png,0.2449,24,1521,triangle-down,ncdaction.dat,980,1260461558,0.6443,2878,52.0765,-2.6544,United Kingdom,
786,2201,caityjackson,,followers,/home/usnish/twitter_ypcdn/img/540056432.jpg,0.3642,35,455,triangle-up,ncdaction.dat,961,540056432,2.1121,3376,59.3293,18.0686,Sweden,Stockholm
788,2824,Develography,,followers,/home/usnish/twitter_ypcdn/img/32544325.jpg,0.1305,10,4881,triangle-down,ncdaction.dat,766,32544325,0.1569,407,46.2044,6.1432,Switzerland,Geneva
789,3901,WLSA_Nurse,,followers,/home/usnish/twitter_ypcdn/img/821272846856962048.jpg,0.11199999999999999,4,3703,triangle-down,ncdaction.dat,357,821272846856962048,0.0964,481,-28.0167,153.4,Australia,
791,2816,KaylaMyatSu,,followers,/home/usnish/twitter_ypcdn/img/1616778085.jpg,0.0,0,391,triangle-down,ncdaction.dat,29,1616778085,0.0742,0,22.1987,113.5439,Macau,
792,3413,ACSdiscoveryOR,,followers,/home/usnish/twitter_ypcdn/img/766848017290846208.jpg,0.3659,3,690,triangle-down,ncdaction.dat,82,766848017290846208,0.1188,71,45.4312,-122.7715,United States,Tigard
793,4017,kprabhdeep,,followers,/home/usnish/twitter_ypcdn/img/145124708.jpg,0.0,0,69,triangle-up,ncdaction.dat,90,145124708,1.3043,40,13.0827,80.2707,India,Chennai
796,3050,developEmental,,followers,/home/usnish/twitter_ypcdn/img/159190762.jpg,0.2939,33,3167,triangle-down,ncdaction.dat,1123,159190762,0.3546,945,48.4284,-123.3656,Canada,Victoria
797,3654,MiriamMtzmdez,,followers,/home/usnish/twitter_ypcdn/img/2852491872.jpg,0.3571,110,5002,triangle-down,ncdaction.dat,3080,2852491872,0.6158,6050,19.4248,-97.0042,Mexico,Xico
798,3315,Prevention_IDRC,,followers,/home/usnish/twitter_ypcdn/img/742796681821999104.jpg,0.0,0,277,triangle-down,ncdaction.dat,190,742796681821999104,0.6859,149,45.4215,-75.6972,Canada,Ottawa
799,1109,BattamsSamantha,,followers,/home/usnish/twitter_ypcdn/img/389399235.jpg,0.377,21,1015,triangle-down,ncdaction.dat,557,389399235,0.5488,1532,-34.9285,138.6007,Australia,
802,3118,JulaiML,,followers,/home/usnish/twitter_ypcdn/img/809010050.jpg,0.457,17,872,triangle-down,ncdaction.dat,372,809010050,0.4266,1262,51.5154,-0.0755,United Kingdom,
804,1927,nf_toronto,,followers,/home/usnish/twitter_ypcdn/img/2687667950.png,0.5063,8,906,triangle-down,ncdaction.dat,158,2687667950,0.1744,27,43.6532,-79.3832,Canada,Toronto
805,2151,Rich_Baptista,,followers,/home/usnish/twitter_ypcdn/img/741095450.jpg,0.2295,14,2062,triangle-down,ncdaction.dat,610,741095450,0.2958,1395,51.5074,-0.1278,United Kingdom,London
806,4108,EdibleIntellect,,followers,/home/usnish/twitter_ypcdn/img/81004964.jpg,0.4259,88,1089,triangle-up,ncdaction.dat,2066,81004964,1.8972,5871,42.6289,-78.7377,United States,Boston
807,478,JamesMichiel,,followers,/home/usnish/twitter_ypcdn/img/269754044.jpg,1.2175,75,544,triangle-up,ncdaction.dat,616,269754044,1.1324,2837,42.3601,-71.0589,United States,Boston
809,4079,paulmer,,followers,/home/usnish/twitter_ypcdn/img/21445056.jpg,0.1807,3,553,triangle-down,ncdaction.dat,166,21445056,0.3002,468,40.7128,-74.0059,United States,New York
810,4169,INW_PCP,,followers,/home/usnish/twitter_ypcdn/img/4851386348.jpg,0.3523,13,716,triangle-down,ncdaction.dat,369,4851386348,0.5154,899,-37.7667,144.9628,Australia,Brunswick
811,421,GHC_2012,,followers,/home/usnish/twitter_ypcdn/img/478156846.jpg,0.1754,2,127,triangle-down,ncdaction.dat,114,478156846,0.8976,49,-16.9186,145.7781,Australia,
812,68,bzheleva,,followers,/home/usnish/twitter_ypcdn/img/45572909.jpg,0.5365,39,1477,triangle-down,ncdaction.dat,727,45572909,0.4922,2523,44.9778,-93.265,United States,Minneapolis
813,3949,allcoolproject,,followers,/home/usnish/twitter_ypcdn/img/809672853436108800.jpg,0.0526,1,1091,triangle-down,ncdaction.dat,190,809672853436108800,0.1742,141,44.4949,11.3426,Italy,Bologna
814,2731,ArtisanVaporUK,,followers,/home/usnish/twitter_ypcdn/img/2842812137.jpg,0.297,24,1646,triangle-down,ncdaction.dat,808,2842812137,0.4909,849,52.5862,-1.9829,United Kingdom,Walsall
815,4265,onurbasakkk,,followers,/home/usnish/twitter_ypcdn/img/118762142.jpg,0.0565,3,352,triangle-up,ncdaction.dat,531,118762142,1.5085,6146,41.0055,28.8184,Turkey,
818,4065,actbr,,followers,/home/usnish/twitter_ypcdn/img/107201470.jpg,0.2787,24,222,triangle-up,ncdaction.dat,861,107201470,3.8784,6692,-14.235,-51.9253,Brazil,
819,422,uicc,,followers,/home/usnish/twitter_ypcdn/img/53023973.png,0.2746,274,920,triangle-up,ncdaction.dat,9978,53023973,10.8457,7804,46.2044,6.1432,Switzerland,Geneva
820,1727,IsabelleClement,,followers,/home/usnish/twitter_ypcdn/img/27903288.jpg,0.6222,56,1252,triangle-down,ncdaction.dat,900,27903288,0.7188,4670,51.5074,-0.1278,United Kingdom,London
821,3313,DrProsper_,,followers,/home/usnish/twitter_ypcdn/img/555839491.jpg,0.1647,76,2172,triangle-up,ncdaction.dat,4615,555839491,2.1248,35432,0.3476,32.5825,Uganda,Kampala
822,3325,NoFrontiersNews,,followers,/home/usnish/twitter_ypcdn/img/192919681.jpg,0.6734,20,909,triangle-down,ncdaction.dat,297,192919681,0.3267,558,15.7835,-90.2308,Guatemala,
825,819,HealthyPlacesUK,,followers,/home/usnish/twitter_ypcdn/img/1425675541.jpg,0.2804,12,381,triangle-up,ncdaction.dat,428,1425675541,1.1234,789,51.5137,-0.1068,United Kingdom,
826,2107,mahhlun,,followers,/home/usnish/twitter_ypcdn/img/1492417434.jpg,0.2249,15,259,triangle-up,ncdaction.dat,667,1492417434,2.5753,667,8.9806,38.7578,Ethiopia,Addis Ababa
827,3322,ketchy_G,,followers,/home/usnish/twitter_ypcdn/img/1028533753.jpg,0.0,0,1379,triangle-down,ncdaction.dat,280,1028533753,0.203,95,9.0765,7.3986,Nigeria,Abuja
829,2126,AHMKBakiBillah,,followers,/home/usnish/twitter_ypcdn/img/2985240061.jpg,0.0,0,223,triangle-down,ncdaction.dat,23,2985240061,0.1031,3,23.8103,90.4125,Bangladesh,Dhaka
832,1838,GEOHealthHub,,followers,/home/usnish/twitter_ypcdn/img/1737942775.jpg,1.4103,11,152,triangle-down,ncdaction.dat,78,1737942775,0.5132,58,8.9806,38.7578,Ethiopia,Addis Ababa
833,3827,carlymoores,,followers,/home/usnish/twitter_ypcdn/img/595224366.jpg,0.3161,11,1138,triangle-down,ncdaction.dat,348,595224366,0.3058,640,-34.9285,138.6007,Australia,
834,4072,vbaxt,,followers,/home/usnish/twitter_ypcdn/img/11994642.jpg,0.612,56,2205,triangle-down,ncdaction.dat,915,11994642,0.415,2133,38.9072,-77.0369,United States,Washington
835,1665,JulianCribb,,followers,/home/usnish/twitter_ypcdn/img/2477489533.jpg,1.0945,263,1581,triangle-up,ncdaction.dat,2403,2477489533,1.5199,21125,-35.2809,149.13,Australia,Canberra
836,760,AOdutayo,,followers,/home/usnish/twitter_ypcdn/img/720883854.jpg,0.5637,23,342,triangle-up,ncdaction.dat,408,720883854,1.193,829,43.6532,-79.3832,Canada,Toronto
838,1682,nfarra,,followers,/home/usnish/twitter_ypcdn/img/258868053.jpg,0.1047,2,326,triangle-down,ncdaction.dat,191,258868053,0.5859,240,31.9522,35.2332,Palestine,
839,3607,healthkaty,,followers,/home/usnish/twitter_ypcdn/img/798882619949809664.jpg,0.2514,9,540,triangle-down,ncdaction.dat,358,798882619949809664,0.6629999999999999,1280,51.5074,-0.1278,United Kingdom,London
841,479,nigsp,,followers,/home/usnish/twitter_ypcdn/img/380981698.jpg,0.9492,56,628,triangle-down,ncdaction.dat,590,380981698,0.9395,3528,52.6342,-1.6983,United Kingdom,
844,453,sambyfield,,followers,/home/usnish/twitter_ypcdn/img/472602504.jpg,0.4158,19,308,triangle-up,ncdaction.dat,457,472602504,1.4838,1803,-37.8136,144.9631,Australia,
845,3432,AfricanPubHeal1,,followers,/home/usnish/twitter_ypcdn/img/779466319758516224.jpg,0.1739,2,593,triangle-down,ncdaction.dat,115,779466319758516224,0.1939,123,9.082,8.6753,Nigeria,
846,3736,CindyWalker27,,followers,/home/usnish/twitter_ypcdn/img/2938831006.jpg,7.3729,87,264,triangle-down,ncdaction.dat,118,2938831006,0.447,97,34.0234,-84.6155,United States,Kennesaw
847,1176,JessicaLeesMac,,followers,/home/usnish/twitter_ypcdn/img/237227946.jpg,0.3485,13,384,triangle-down,ncdaction.dat,373,237227946,0.9714,647,-37.8136,144.9631,Australia,
848,2144,Ornelsss,,followers,/home/usnish/twitter_ypcdn/img/428543269.jpg,0.4018,53,1979,triangle-down,ncdaction.dat,1319,428543269,0.6665,4127,41.9028,12.4964,Italy,Rome
849,3726,christo43942585,,followers,/home/usnish/twitter_ypcdn/img/4020188669.jpg,0.0,0,176,triangle-down,ncdaction.dat,62,4020188669,0.3523,600,-1.2921,36.8219,Kenya,Nairobi
850,557,clinics4all,,followers,/home/usnish/twitter_ypcdn/img/856160305.jpg,0.2292,8,1860,triangle-down,ncdaction.dat,349,856160305,0.1876,39,-25.7479,28.2293,South Africa,Pretoria
851,2837,usong55,,followers,/home/usnish/twitter_ypcdn/img/2848141563.jpg,2.0833,25,715,triangle-down,ncdaction.dat,120,2848141563,0.1678,1304,-1.9403,29.8739,Rwanda,
852,2923,MichelleNyman,,followers,/home/usnish/twitter_ypcdn/img/524754436.jpg,1.0164,31,357,triangle-down,ncdaction.dat,305,524754436,0.8543,1407,38.9072,-77.0369,United States,Washington
854,875,Tobaksfakta,,followers,/home/usnish/twitter_ypcdn/img/482160839.jpg,0.0,0,339,triangle-up,ncdaction.dat,395,482160839,1.1652,1663,60.1282,18.6435,Sweden,
855,2393,minas_OT,,followers,/home/usnish/twitter_ypcdn/img/3255253136.jpg,0.0,0,200,triangle-down,ncdaction.dat,142,3255253136,0.71,551,-37.8136,144.9631,Australia,
856,2339,pre_rad,,followers,/home/usnish/twitter_ypcdn/img/20811033.jpg,0.2994,10,346,triangle-down,ncdaction.dat,334,20811033,0.9653,3938,42.3601,-71.0589,United States,Boston
857,1605,StrokeVictor,,followers,/home/usnish/twitter_ypcdn/img/294270121.png,0.1491,47,3435,triangle-down,ncdaction.dat,3152,294270121,0.9176,2909,26.142,-81.7948,United States,Naples
858,2900,HPA_MV,,followers,/home/usnish/twitter_ypcdn/img/514423446.jpg,0.06,47,623,triangle-up,ncdaction.dat,7827,514423446,12.5634,4004,35.3038,-119.1069,United States,Bakersfield
859,241,MaryDain,,followers,/home/usnish/twitter_ypcdn/img/425703478.jpg,0.2542,12,920,triangle-down,ncdaction.dat,472,425703478,0.513,714,40.7128,-74.0059,United States,New York
860,1129,LisaChaff,,followers,/home/usnish/twitter_ypcdn/img/229624760.jpg,0.3363,15,522,triangle-down,ncdaction.dat,446,229624760,0.8544,1824,-37.8136,144.9631,Australia,
861,4021,missjlgt,,followers,/home/usnish/twitter_ypcdn/img/767472229655388160.jpg,0.5556,1,88,triangle-down,ncdaction.dat,18,767472229655388160,0.2045,66,55.9487,-3.1943,United Kingdom,
862,3854,gchallengesEur,,followers,/home/usnish/twitter_ypcdn/img/839474630708641793.jpg,0.25,1,205,triangle-down,ncdaction.dat,40,839474630708641793,0.1951,56,52.3702,4.8952,Netherlands,Amsterdam
864,2749,syevf,,followers,/home/usnish/twitter_ypcdn/img/574025705.jpg,0.4154,14,1588,triangle-down,ncdaction.dat,337,574025705,0.2122,341,32.5556,-117.047,United States,San Diego
865,2405,MSHCareers,,followers,/home/usnish/twitter_ypcdn/img/3201381724.png,1.4447,64,717,triangle-down,ncdaction.dat,443,3201381724,0.6179,1161,35.9813,-115.098,United States,Henderson
867,3281,healthytas,,followers,/home/usnish/twitter_ypcdn/img/746883684255465473.jpg,0.2564,5,966,triangle-down,ncdaction.dat,195,746883684255465473,0.2019,259,-41.4332,147.1441,Australia,Launceston
868,1402,lucindahartley,,followers,/home/usnish/twitter_ypcdn/img/23177949.jpg,0.7253,192,2823,triangle-down,ncdaction.dat,2647,23177949,0.9377,1911,-25.2744,133.7751,Australia,
871,2116,badrinarayanang,,followers,/home/usnish/twitter_ypcdn/img/40251522.png,0.40700000000000003,7,1001,triangle-down,ncdaction.dat,172,40251522,0.1718,59,40.4259,-86.9081,United States,West Lafayette
872,354,alexlefebvr,,followers,/home/usnish/twitter_ypcdn/img/488639854.png,0.2407,11,467,triangle-down,ncdaction.dat,457,488639854,0.9786,330,49.2827,-123.1207,Canada,Vancouver
873,3375,RobertaNutr,,followers,/home/usnish/twitter_ypcdn/img/4078204629.jpg,0.0,0,90,triangle-down,ncdaction.dat,14,4078204629,0.1556,9,41.8719,12.5674,Italy,
874,37,starsonsky,,followers,/home/usnish/twitter_ypcdn/img/316875649.jpg,0.0168,6,2286,triangle-up,ncdaction.dat,3581,316875649,1.5665,1741,51.8803,0.5538,United Kingdom,
875,2798,Rubina_BigB_EF,,followers,/home/usnish/twitter_ypcdn/img/594419534.jpg,0.0173,17,532,triangle-up,ncdaction.dat,9845,594419534,18.5056,52136,20.5937,78.9629,India,
876,3171,PriDiddy,,followers,/home/usnish/twitter_ypcdn/img/3220966411.jpg,0.6522,3,124,triangle-down,ncdaction.dat,46,3220966411,0.371,43,-33.3208,151.2336,Australia,
877,3598,HealthRw,,followers,/home/usnish/twitter_ypcdn/img/796371311819976708.jpg,0.0,0,363,triangle-down,ncdaction.dat,83,796371311819976708,0.2287,80,-1.9403,29.8739,Rwanda,
878,4125,WFPHA_FMASP,,followers,/home/usnish/twitter_ypcdn/img/518370815.jpg,0.2651,22,1039,triangle-down,ncdaction.dat,830,518370815,0.7988,1037,46.2044,6.1432,Switzerland,Geneva
879,584,YRnutrition,,followers,/home/usnish/twitter_ypcdn/img/300812705.jpg,0.2572,41,297,triangle-up,ncdaction.dat,1594,300812705,5.367000000000001,1195,51.5074,-0.1278,United Kingdom,London
880,240,ValerieKParker,,followers,/home/usnish/twitter_ypcdn/img/26576069.jpg,0.4015,86,1392,triangle-up,ncdaction.dat,2142,26576069,1.5388,2527,-33.8303,151.227,Australia,Cremorne
882,154,elleGHAP,,followers,/home/usnish/twitter_ypcdn/img/374562771.jpg,0.498,25,908,triangle-down,ncdaction.dat,502,374562771,0.5529,1976,38.9072,-77.0369,United States,Washington
884,1441,mktgforchange,,followers,/home/usnish/twitter_ypcdn/img/555966098.jpg,0.8278,62,668,triangle-up,ncdaction.dat,749,555966098,1.1213,1279,-25.2744,133.7751,Australia,
886,3756,KidaneAmareS,,followers,/home/usnish/twitter_ypcdn/img/803736886028144640.jpg,0.0,0,118,triangle-down,ncdaction.dat,39,803736886028144640,0.3305,67,36.1627,-86.7816,United States,Nashville
887,2354,TheHIMLady,,followers,/home/usnish/twitter_ypcdn/img/2734734452.jpg,1.1837,96,1996,triangle-down,ncdaction.dat,811,2734734452,0.4063,2529,54.526,-105.2551,,
888,3528,Prince_of_Aloe,,followers,/home/usnish/twitter_ypcdn/img/3289766397.jpg,0.5966,21,1044,triangle-down,ncdaction.dat,352,3289766397,0.3372,187,51.5074,-0.1278,United Kingdom,London
889,4204,Orbithealth_co,,followers,/home/usnish/twitter_ypcdn/img/879521674928017411.jpg,0.0,0,503,triangle-down,ncdaction.dat,72,879521674928017411,0.1431,19,-8.7832,34.5085,,
891,2158,joesdiabetes,,followers,/home/usnish/twitter_ypcdn/img/38671193.jpg,0.2892,36,2221,triangle-down,ncdaction.dat,1245,38671193,0.5606,1157,51.5074,-0.1278,United Kingdom,London
892,1347,GlobalOnc,,followers,/home/usnish/twitter_ypcdn/img/1226094360.jpg,0.3571,26,603,triangle-up,ncdaction.dat,728,1226094360,1.2073,1388,33.7589,-84.3641,United States,Atlanta
